TYPE,SCOPE,NAME,DESCRIPTION,,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,BmsShowStartEn,BMS HMI - Show Start Enabled,,BmsStatBits[6].5,BMSSTATBITS[6].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsShowStartQry,BMS HMI - Show Start Question,,BmsStatBits[6].9,BMSSTATBITS[6].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsShowStop,BMS HMI - Show Stop Button,,BmsStatBits[6].6,BMSSTATBITS[6].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsShowStopEn,BMS HMI - Show Stop Enabled,,BmsStatBits[6].7,BMSSTATBITS[6].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsShowStopQry,BMS HMI - Show Stop Question,,BmsStatBits[6].10,BMSSTATBITS[6].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelDualStart,BMS HMI - Start Dual Firing Select,,BmsSetBits[0].16,BMSSETBITS[0].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelStmAtmMed,BMS HMI - Steam Atomizing Media Select,,BmsSetBits[0].24,BMSSETBITS[0].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStepNo,BMS HMI - Step Number,,BmsStatBits[23],BMSSTATBITS[23],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStepTime,BMS HMI - Step Time,,BmsStatBits[25],BMSSTATBITS[25],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSelCancel,BMS HMI - Stop/Cancel Dual Firing Select,,BmsSetBits[0].15,BMSSETBITS[0].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnCtrDone,BMS Igniter - Counter Done (5 Trials),,BmsStatBits[7].17,BMSSTATBITS[7].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgtnCtl,BMS Igniter - Ignition Control,,BmsStatBits[3].25,BMSSTATBITS[3].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnIgtnCtlDone,BMS Igniter - Ignition Control Done,,BmsStatBits[3].30,BMSSTATBITS[3].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnIgtnInProg,BMS Igniter - Ignition in Progress,,BmsStatBits[3].29,BMSSTATBITS[3].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgtnLtch,BMS Igniter - Ignition latch,,BmsStatBits[4].7,BMSSTATBITS[4].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnInsertMultiFail,BMS Igniter - Insert Failed Multiple Times (5 Trials),,BmsStatBits[7].15,BMSSTATBITS[7].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnInsertFail,BMS Igniter - Insert Failure,,BmsStatBits[7].10,BMSSTATBITS[7].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnInsertMainFail,BMS Igniter - Insert Failure During Main Ignition in Progress,,BmsStatBits[7].16,BMSSTATBITS[7].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMainFiringModeFirstAct,BMS Igniter - Main Firing Mode First Active,,BmsStatBits[9].7,BMSSTATBITS[9].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnPreIgtnInProg,BMS Igniter - Pre-Ignition in Progress,,BmsStatBits[3].24,BMSSTATBITS[3].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnPrvInProg,BMS Igniter - Proving in Progress,,BmsStatBits[3].31,BMSSTATBITS[3].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnProvTmrDone,BMS Igniter - Proving Timer Done,,BmsStatBits[4].0,BMSSTATBITS[4].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnRetractFail,BMS Igniter - Retract Failure,,BmsStatBits[7].11,BMSSTATBITS[7].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnTrialAct,BMS Igniter - Trial Active,,BmsStatBits[7].13,BMSSTATBITS[7].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnTrialFail,BMS Igniter - Trial Failure,,BmsStatBits[7].14,BMSSTATBITS[7].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnTrialInProg,BMS Igniter - Trial in Progress (Igniter Retract Timer + 2 Sec),,BmsStatBits[7].12,BMSSTATBITS[7].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVlvClsTmrDn,BMS Igniter - Upstream Valve Close Timer Done,,BmsStatBits[5].5,BMSSTATBITS[5].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVlvOpnTmrDn,BMS Igniter - Valve Open Timer Done,,BmsStatBits[5].15,BMSSTATBITS[5].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVntVlvClsTmrDn,BMS Igniter - Vent Valve Close Timer Done,,BmsStatBits[5].18,BMSSTATBITS[5].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVntVlvOpnTmrDn,BMS Igniter - Vent Valve OpenTimer Done,,BmsStatBits[5].20,BMSSTATBITS[5].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfStatus,BMS Induced Draft Fan Status,,BmsStatBits[27],BMSSTATBITS[27],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdFanReady,BMS Inducted Draft Fan Ready,,BmsStatBits[6].29,BMSSTATBITS[6].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffActivate,BMS Lightoff - Active,,BmsStatBits[3].19,BMSSTATBITS[3].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCtlsToLtoff,BMS Lightoff - Control,,BmsStatBits[3].23,BMSSTATBITS[3].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnLim,BMS Limits - Burner,,BmsStatBits[1].15,BMSSTATBITS[1].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirLim,BMS Limits - Combustion Air,,BmsStatBits[2].29,BMSSTATBITS[2].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLimComplete,BMS Limits - Complete,,BmsStatBits[2].30,BMSSTATBITS[2].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfStartLim,BMS Limits - Flue Gas Fan Start,,BmsStatBits[6].2,BMSSTATBITS[6].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfStartLim,BMS Limits - Forced Draft Fan Start,,BmsStatBits[2].24,BMSSTATBITS[2].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFuelLim,BMS Limits - Fuel,,BmsStatBits[1].12,BMSSTATBITS[1].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasLim,BMS Limits - Gas,,BmsStatBits[1].8,BMSSTATBITS[1].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnLimGrp1,BMS Limits - Group 1,,BmsStatBits[1].13,BMSSTATBITS[1].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBrnLimGrp2,BMS Limits - Group 2,,BmsStatBits[1].14,BMSSTATBITS[1].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPilotLim,BMS Limits - Igniter,,BmsStatBits[1].7,BMSSTATBITS[1].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfStartLim,BMS Limits - Induced Draft Fan Start,,BmsStatBits[2].14,BMSSTATBITS[2].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffLim,BMS Limits - Lightoff,,BmsStatBits[3].22,BMSSTATBITS[3].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffLimGrp1,BMS Limits - Lightoff Group 1,,BmsStatBits[3].20,BMSSTATBITS[3].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffLimGrp2,BMS Limits - Lightoff Group 2,,BmsStatBits[3].21,BMSSTATBITS[3].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxLim,BMS Limits - Low Fire Changeover,,BmsStatBits[4].16,BMSSTATBITS[4].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMiscOk,BMS Limits - No Misc Failure Detected,,BmsStatBits[1].20,BMSSTATBITS[1].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMiscOKGrp1,BMS Limits - No Misc Failure Detected Group 1,,BmsStatBits[1].16,BMSSTATBITS[1].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMiscOKGrp2,BMS Limits - No Misc Failure Detected Group 2,,BmsStatBits[1].17,BMSSTATBITS[1].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMiscOKGrp3,BMS Limits - No Misc Failure Detected Group 3,,BmsStatBits[1].18,BMSSTATBITS[1].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMiscOKGrp4,BMS Limits - No Misc Failure Detected Group 4,,BmsStatBits[1].19,BMSSTATBITS[1].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilLim,BMS Limits - Oil,,BmsStatBits[1].11,BMSSTATBITS[1].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilLimGrp1,BMS Limits - Oil Group 1,,BmsStatBits[1].9,BMSSTATBITS[1].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilLimGrp2,BMS Limits - Oil Group 2,,BmsStatBits[1].10,BMSSTATBITS[1].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPurgeLim,BMS Limits - Purge,,BmsStatBits[3].11,BMSSTATBITS[3].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPurgeLimGrp1,BMS Limits - Purge Group 1,,BmsStatBits[3].9,BMSSTATBITS[3].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPurgeLimGrp2,BMS Limits - Purge Group 2,,BmsStatBits[3].10,BMSSTATBITS[3].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartLim,BMS Limits - Start,,BmsStatBits[0].11,BMSSTATBITS[0].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxOncAct,BMS Low Fire - Oncoming Active,,BmsStatBits[0].19,BMSSTATBITS[0].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxOgsv,BMS Low Fire Changeover,,BmsStatBits[6].27,BMSSTATBITS[6].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxCtl,BMS Low Fire Changeover - Control,,BmsStatBits[4].18,BMSSTATBITS[4].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxCtlDone,BMS Low Fire Changeover - Control Done,,BmsStatBits[4].21,BMSSTATBITS[4].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxOncCtl,BMS Low Fire Changeover - Oncoming Fuel Control,,BmsStatBits[4].20,BMSSTATBITS[4].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxLckOutAct,BMS Low Fire Changeover - Reset Lockout Active,,BmsStatBits[4].22,BMSSTATBITS[4].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxStarting,BMS Low Fire Changeover - Starting,,BmsStatBits[4].19,BMSSTATBITS[4].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxInProg,BMS Low Fire Changeover in Progress,,BmsStatBits[6].24,BMSSTATBITS[6].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRmftSensed,BMS Master Fuel Trip Relay (RMFT) Sensed,,BmsStatBits[6].25,BMSSTATBITS[6].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdFanSpdMax,BMS Max - Fd Fan Speed Feedback,,BmsAiSclMax[27],BMSAISCLMAX[27],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,Bms2OilIgtnInProg,BMS Oil - #2 Ignition in Progress,,BmsStatBits[4].3,BMSSTATBITS[4].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms2OilIgtnTmrDone,BMS Oil - #2 Ignition Timer Done,,BmsStatBits[4].4,BMSSTATBITS[4].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms2OilSelOsr,BMS Oil - #2 Select One Shot,,BmsStatBits[1].3,BMSSTATBITS[1].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms2OilAct,BMS Oil - #2 Selected/Active,,BmsStatBits[1].5,BMSSTATBITS[1].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms6OilIgtnInProg,BMS Oil - #6 Ignition in Progress,,BmsStatBits[4].5,BMSSTATBITS[4].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms6OilIgtnTmrDone,BMS Oil - #6 Ignition Timer Done,,BmsStatBits[4].6,BMSSTATBITS[4].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms6OilSelOsr,BMS Oil - #6 Select One Shot,,BmsStatBits[1].4,BMSSTATBITS[1].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,Bms6OilAct,BMS Oil - #6 Selected/Active,,BmsStatBits[1].6,BMSSTATBITS[1].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilVlvDnClsTmrDn,BMS Oil - Downstream Valve Close Timer Done,,BmsStatBits[5].3,BMSSTATBITS[5].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilVlvDnOpnTmrDn,BMS Oil - Downstream Valve Open Timer Done,,BmsStatBits[5].13,BMSSTATBITS[5].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilFirstAct,BMS Oil - First Selected,,BmsStatBits[1].2,BMSSTATBITS[1].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilDeSelEn,BMS Oil - Fuel De-Delect Enabled,,BmsStatBits[0].25,BMSSTATBITS[0].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilDeSelOsr,BMS Oil - Oil De-select One Shot,,BmsStatBits[0].18,BMSSTATBITS[0].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilSelOsr,BMS Oil - Oil Select One Shot,,BmsStatBits[0].17,BMSSTATBITS[0].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilAct,BMS Oil - Selected,,BmsStatBits[0].29,BMSSTATBITS[0].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilVlvUpClsTmrDn,BMS Oil - Upstream Valve Close Timer Done,,BmsStatBits[5].1,BMSSTATBITS[5].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilVlvUpOpnTmrDn,BMS Oil - Upstream Valve Open Timer Done,,BmsStatBits[5].11,BMSSTATBITS[5].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAirAtmSelOsr,BMS Oil Firing - Air Atomizing Media  Select One Shot,,BmsStatBits[10].16,BMSSTATBITS[10].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAirAtmModeLim,Bms Oil Firing - Air Atomizing Media Mode Limits,,BmsStatBits[10].20,BMSSTATBITS[10].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAirAtmAct,Bms Oil Firing - Air Atomizing Media Selected/Active,,BmsStatBits[10].18,BMSSTATBITS[10].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmModeOk,Bms Oil Firing - Atomizing Media Mode Limits Ok,,BmsStatBits[10].21,BMSSTATBITS[10].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmModeAct,Bms Oil Firing - Atomizing Media Mode Selected for Firing,,BmsStatBits[10].22,BMSSTATBITS[10].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStmAtmSelOsr,BMS Oil Firing - Steam Atomizing Media  Select One Shot,,BmsStatBits[10].15,BMSSTATBITS[10].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStmAtmModeLim,Bms Oil Firing - Steam Atomizing Media Mode Limits,,BmsStatBits[10].19,BMSSTATBITS[10].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStmAtmAct,Bms Oil Firing - Steam Atomizing Media Selected/Active,,BmsStatBits[10].17,BMSSTATBITS[10].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOpStatus,"BMS Operation Status (Off, Lightoff, Purge, Modulating)",,BmsStatBits[31],BMSSTATBITS[31],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRevDay,BMS Program Day Rev,,BmsStatBits[21],BMSSTATBITS[21],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRevMonth,BMS Program Month Rev,,BmsStatBits[20],BMSSTATBITS[20],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRevYear,BMS Program Year Rev,,BmsStatBits[22],BMSSTATBITS[22],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPostPrgInProg,BMS Purge -  Post Purge In Progress,,BmsStatBits[3].6,BMSSTATBITS[3].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCtlsToPrg,BMS Purge - Control,,BmsStatBits[3].12,BMSSTATBITS[3].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPurgeLimTimeOut,BMS Purge - Limit Timeout Occured,,BmsStatBits[3].18,BMSSTATBITS[3].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPrgDone,BMS Purge - Pre Purge Done,,BmsStatBits[3].15,BMSSTATBITS[3].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPrgInProg,BMS Purge - Pre Purge in Progress,,BmsStatBits[3].13,BMSSTATBITS[3].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPrePurgeTmrDone,BMS Purge - Pre Purge in Progress Timer Done,,BmsStatBits[3].14,BMSSTATBITS[3].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsPrePrgStarted,BMS Purge - Pre Purge Started,,BmsStatBits[3].16,BMSSTATBITS[3].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecLimDlyAct,BMS Recycle - Limit Delay Active,,BmsStatBits[3].2,BMSSTATBITS[3].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecLimComplete,BMS Recycle - Limits Complete,,BmsStatBits[1].28,BMSSTATBITS[1].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecLimMade,BMS Recycle - Limits Made,,BmsStatBits[2].3,BMSSTATBITS[2].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecShtDwnDone,BMS Recycle - Shutdown Done,,BmsStatBits[0].7,BMSSTATBITS[0].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecShtDwnInProg,BMS Recycle - Shutdown in Progress,,BmsStatBits[0].5,BMSSTATBITS[0].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRecLimLckOutTime,BMS Recycle Timer - Limit Lockout,,BmsStatBits[24],BMSSTATBITS[24],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRstLckOutAct,BMS Reset Lockout - Active,,BmsStatBits[3].5,BMSSTATBITS[3].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRstLckOutWatch,BMS Reset Lockout - Checking Enabled,,BmsStatBits[3].7,BMSSTATBITS[3].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRstLckOutTmrDone,BMS Reset Lockout - Timer Done,,BmsStatBits[7].23,BMSSTATBITS[7].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRstLckOutTmrInProg,BMS Reset Lockout - Timer In Progress,,BmsStatBits[7].22,BMSSTATBITS[7].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfStarting,BMS Simltaneous Firing (SMF) - Starting,,BmsStatBits[4].26,BMSSTATBITS[4].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBiasAirTmrDone,BMS Simultaeous Firing (SMF) - Bias Air Timer Done,,BmsStatBits[7].7,BMSSTATBITS[7].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfAct,BMS Simultaneous Firing - Active,,BmsStatBits[4].28,BMSSTATBITS[4].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfCtl,BMS Simultaneous Firing - Control,,BmsStatBits[4].25,BMSSTATBITS[4].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfLckOutAct,BMS Simultaneous Firing - Lockout Timer Active,,BmsStatBits[4].29,BMSSTATBITS[4].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfOncAct,BMS Simultaneous Firing - Oncoming Fuel Active,,BmsStatBits[0].20,BMSSTATBITS[0].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfOncLtoff,BMS Simultaneous Firing - Oncoming Fuel at Lightoff Position,,BmsStatBits[4].23,BMSSTATBITS[4].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfOncCtl,BMS Simultaneous Firing - Oncoming Fuel Control,,BmsStatBits[4].27,BMSSTATBITS[4].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBiasAirOk,BMS Simultaneous Firing (SMF)  - Bias Air Ok,,BmsStatBits[7].9,BMSSTATBITS[7].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBiasAirCtrl,BMS Simultaneous Firing (SMF) - Bias Air Control,,BmsStatBits[7].6,BMSSTATBITS[7].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsSmfLim,BMS Simultaneous Firing -Limits,,BmsStatBits[4].24,BMSSTATBITS[4].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartOsr,BMS Start One Shot,,BmsStatBits[2].27,BMSSTATBITS[2].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartSeqBegin,BMS Start Sequence Begin,,BmsStatBits[6].26,BMSSTATBITS[6].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartSeqEnd,BMS Start Sequence Complete/End,,BmsStatBits[7].1,BMSSTATBITS[7].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartTOTmrDone,BMS Start Timeout Timer Done,,BmsStatBits[1].27,BMSSTATBITS[1].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsBdbpStuckOn,BMS Stat Bits - Water Level Blowdown Bypass Pushbutton Stuck On,,BmsStatBits[0].10,BMSSTATBITS[0].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStopTOTmrDone,BMS Stop Timeout Timer Done,,BmsStatBits[2].1,BMSSTATBITS[2].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsTestMftWelded,BMS Test/Check Master Fuel Trip Relay Welded,,BmsStatBits[7].20,BMSSTATBITS[7].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfLimTmrDone,BMS Timer - Forced Draft Fan Timer Done,,BmsStatBits[2].25,BMSSTATBITS[2].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfLimTmrDone,BMS Timer - Induced Draft Fan Timer Done,,BmsStatBits[2].15,BMSSTATBITS[2].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsStartLckOutTime,BMS Timer - Start Lockout,,BmsStatBits[26],BMSSTATBITS[26],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsTripCtl,BMS Trip Control,,BmsStatBits[2].4,BMSSTATBITS[2].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsUnspecMftFailure,BMS Undertermined MFT Failure (RMFT Dropped Out After Start with No Other First Out Logged),,BmsStatBits[6].28,BMSSTATBITS[6].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwco,BMS Voting - Low Water Cutout,,BmsStatBits[10].12,BMSSTATBITS[10].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwco,BMS Voting - Low Water Cutout,,BmsStatBits[10].10,BMSSTATBITS[10].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHwcoDev,BMS Voting - Low Water Cutout Deviation,,BmsStatBits[10].13,BMSSTATBITS[10].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLwcoDev,BMS Voting - Low Water Cutout Deviation,,BmsStatBits[10].11,BMSSTATBITS[10].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpDev,BMS Voting Signal - Low Gas Pressure,,BmsStatBits[8].28,BMSSTATBITS[8].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLampDev,BMS Voting Signal Deivation - Low Atomizing Media Pressure,,BmsStatBits[9].29,BMSSTATBITS[9].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlDev,BMS Voting Signal Deviation - Drum Level,,BmsStatBits[9].3,BMSSTATBITS[9].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpDev,BMS Voting Signal Deviation - High Furnace Pressure,,BmsStatBits[9].2,BMSSTATBITS[9].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpDev,BMS Voting Signal Deviation - High Gas Pressure,,BmsStatBits[8].30,BMSSTATBITS[8].30,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHpgpDev,BMS Voting SIgnal Deviation - High Igniter Gas Pressure,,BmsStatBits[9].25,BMSSTATBITS[9].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLamfDev,BMS Voting Signal Deviation - Low Atomizing Media Pressure (Flow),,BmsStatBits[9].31,BMSSTATBITS[9].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
