TYPE,SCOPE,NAME,DESCRIPTION,,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,BmsFlmSig4,BMS 2oo3 Eu - Flame Signal 4 (%),,BmsAiEu[24],BMSAIEU[24],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig5,BMS 2oo3 Eu - Flame Signal 5 (%),,BmsAiEu[25],BMSAIEU[25],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig6,BMS 2oo3 Eu - Flame Signal 6 (%),,BmsAiEu[26],BMSAIEU[26],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs1,BMS 2oo3 Eu - Furnace Pressure 1 (IN WC),,BmsAiEu[18],BMSAIEU[18],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs2,BMS 2oo3 Eu - Furnace Pressure 2 (IN WC),,BmsAiEu[19],BMSAIEU[19],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs3,BMS 2oo3 Eu - Furnace Pressure 3 (IN WC),,BmsAiEu[20],BMSAIEU[20],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi1,BMS 2oo3 Eu - High Gas Pressure 1 (PSIG),,BmsAiEu[9],BMSAIEU[9],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi2,BMS 2oo3 Eu - High Gas Pressure 2 (PSIG),,BmsAiEu[10],BMSAIEU[10],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi3,BMS 2oo3 Eu - High Gas Pressure 3 (PSIG),,BmsAiEu[11],BMSAIEU[11],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs1,BMS 2oo3 Eu - Instrument Air Pressure 1 (PSIG),,BmsAiEu[12],BMSAIEU[12],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs2,BMS 2oo3 Eu - Instrument Air Pressure 2 (PSIG),,BmsAiEu[13],BMSAIEU[13],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs3,BMS 2oo3 Eu - Instrument Air Pressure 3 (PSIG),,BmsAiEu[14],BMSAIEU[14],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo1,BMS 2oo3 Eu - Low Gas Pressure 1 (PSIG),,BmsAiEu[6],BMSAIEU[6],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo2,BMS 2oo3 Eu - Low Gas Pressure 2 (PSIG),,BmsAiEu[7],BMSAIEU[7],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo3,BMS 2oo3 Eu - Low Gas Pressure 3 (PSIG),,BmsAiEu[8],BMSAIEU[8],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs1,BMS 2oo3 Eu - Steam Pressure 1 (PSIG),,BmsAiEu[0],BMSAIEU[0],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs2,BMS 2oo3 Eu - Steam Pressure 2 (PSIG),,BmsAiEu[1],BMSAIEU[1],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs3,BMS 2oo3 Eu - Steam Pressure 3 (PSIG),,BmsAiEu[2],BMSAIEU[2],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlDevLim,BMS 2oo3 Lim - Drum Level Deviation Limit (IN WC),,BmsMiscPrm[22],BMSMISCPRM[22],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlHiHiLim,BMS 2oo3 Lim - Drum Level High High Limit (IN WC),,BmsMiscPrm[20],BMSMISCPRM[20],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlHiLim,BMS 2oo3 Lim - Drum Level High Limit (IN WC),,BmsMiscPrm[21],BMSMISCPRM[21],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlLoLim,BMS 2oo3 Lim - Drum Level Low Limit (IN WC),,BmsMiscPrm[19],BMSMISCPRM[19],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLvlLoLoLim,BMS 2oo3 Lim - Drum Level Low Low Limit (IN WC),,BmsMiscPrm[18],BMSMISCPRM[18],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFdFanLtoffSpdHiLim,BMS 2oo3 Lim - FD Fan Lightoff Speed High Limit (%),,BmsMiscPrm[25],BMSMISCPRM[25],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFdFanLtoffSpdLoLim,BMS 2oo3 Lim - FD Fan Lightoff Speed Low Limit (%),,BmsMiscPrm[24],BMSMISCPRM[24],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpDevLim,BMS 2oo3 Lim - High Furnace Pressure Deviation Limit (IN WC),,BmsMiscPrm[14],BMSMISCPRM[14],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpHiHiLim,BMS 2oo3 Lim - High Furnace Pressure High High Limit (IN WC),,BmsMiscPrm[12],BMSMISCPRM[12],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpHiLim,BMS 2oo3 Lim - High Furnace Pressure High Limit (IN WC),,BmsMiscPrm[13],BMSMISCPRM[13],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpDevLim,BMS 2oo3 Lim - High Gas Pressure Deviation Limit (PSIG),,BmsMiscPrm[11],BMSMISCPRM[11],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpHiHiLim,BMS 2oo3 Lim - High Gas Pressure High High Limit (PSIG),,BmsMiscPrm[9],BMSMISCPRM[9],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpHiLim,BMS 2oo3 Lim - High Gas Pressure High Limit (PSIG),,BmsMiscPrm[10],BMSMISCPRM[10],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspDevLim,BMS 2oo3 Lim - High High Steam Pressure Deviation Limit (PSIG),,BmsMiscPrm[2],BMSMISCPRM[2],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspHiHiLim,BMS 2oo3 Lim - High High Steam Pressure High High Limit (PSIG),,BmsMiscPrm[0],BMSMISCPRM[0],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspHiLim,BMS 2oo3 Lim - High High Steam Pressure High Limit (PSIG),,BmsMiscPrm[1],BMSMISCPRM[1],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapDevLim,BMS 2oo3 Lim - Low Combustion Air Pressure Deviation Limit (IN WC),,BmsMiscPrm[5],BMSMISCPRM[5],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapLoLim,BMS 2oo3 Lim - Low Combustion Air Pressure Low Limit (IN WC),,BmsMiscPrm[4],BMSMISCPRM[4],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapLoLoLim,BMS 2oo3 Lim - Low Combustion Air Pressure Low Low Limit (IN WC),,BmsMiscPrm[3],BMSMISCPRM[3],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpDevLim,BMS 2oo3 Lim - Low Gas Pressure Deviation Limit (PSIG),,BmsMiscPrm[8],BMSMISCPRM[8],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpLoLim,BMS 2oo3 Lim - Low Gas Pressure Low Limit (PSIG),,BmsMiscPrm[7],BMSMISCPRM[7],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpLoLoLim,BMS 2oo3 Lim - Low Gas Pressure Low Low Limit (PSIG),,BmsMiscPrm[6],BMSMISCPRM[6],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapDevLim,BMS 2oo3 Lim - Low Instrument Air Pressure Deviation Limit (PSIG),,BmsMiscPrm[17],BMSMISCPRM[17],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapLoLim,BMS 2oo3 Lim - Low Instrument Air Pressure Low Limit (PSIG),,BmsMiscPrm[16],BMSMISCPRM[16],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapLoLoLim,BMS 2oo3 Lim - Low Instrument Air Pressure Low Low Limit (PSIG),,BmsMiscPrm[15],BMSMISCPRM[15],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsPafHiLim,BMS 2oo3 Lim - Purge Air  Flow High Limit (IN WC),,BmsMiscPrm[23],BMSMISCPRM[23],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp1Max,BMS 2oo3 Max - Combustion Air dP 1 Max (IN WC),,BmsAiSclMax[3],BMSAISCLMAX[3],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp2Max,BMS 2oo3 Max - Combustion Air dP 2 Max (IN WC),,BmsAiSclMax[4],BMSAISCLMAX[4],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp3Max,BMS 2oo3 Max - Combustion Air dP 3 Max (IN WC),,BmsAiSclMax[5],BMSAISCLMAX[5],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl1Max,BMS 2oo3 Max - Drum Level 1 Max (IN WC),,BmsAiSclMax[21],BMSAISCLMAX[21],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl2Max,BMS 2oo3 Max - Drum Level 2 Max (IN WC),,BmsAiSclMax[22],BMSAISCLMAX[22],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl3Max,BMS 2oo3 Max - Drum Level 3 Max (IN WC),,BmsAiSclMax[23],BMSAISCLMAX[23],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig1Max,BMS 2oo3 Max - Flame Signal 1 (%),,BmsAiSclMax[15],BMSAISCLMAX[15],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig2Max,BMS 2oo3 Max - Flame Signal 2 (%),,BmsAiSclMax[16],BMSAISCLMAX[16],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig3Max,BMS 2oo3 Max - Flame Signal 3 (%),,BmsAiSclMax[17],BMSAISCLMAX[17],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig4Max,BMS 2oo3 Max - Flame Signal 4 (%),,BmsAiSclMax[24],BMSAISCLMAX[24],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig5Max,BMS 2oo3 Max - Flame Signal 5 (%),,BmsAiSclMax[25],BMSAISCLMAX[25],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig6Max,BMS 2oo3 Max - Flame Signal 6 (%),,BmsAiSclMax[26],BMSAISCLMAX[26],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs1Max,BMS 2oo3 Max - Furnace Pressure 1 Max (IN WC),,BmsAiSclMax[18],BMSAISCLMAX[18],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs2Max,BMS 2oo3 Max - Furnace Pressure 2 Max (IN WC),,BmsAiSclMax[19],BMSAISCLMAX[19],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs3Max,BMS 2oo3 Max - Furnace Pressure 3 Max (IN WC),,BmsAiSclMax[20],BMSAISCLMAX[20],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi1Max,BMS 2oo3 Max - Gas Pressure High 1 Max (PSIG),,BmsAiSclMax[9],BMSAISCLMAX[9],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi2Max,BMS 2oo3 Max - Gas Pressure High 2 Max (PSIG),,BmsAiSclMax[10],BMSAISCLMAX[10],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi3Max,BMS 2oo3 Max - Gas Pressure High 3 Max (PSIG),,BmsAiSclMax[11],BMSAISCLMAX[11],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo1Max,BMS 2oo3 Max - Gas Pressure Low 1 Max (PSIG),,BmsAiSclMax[6],BMSAISCLMAX[6],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo2Max,BMS 2oo3 Max - Gas Pressure Low 2 Max (PSIG),,BmsAiSclMax[7],BMSAISCLMAX[7],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo3Max,BMS 2oo3 Max - Gas Pressure Low 3 Max (PSIG),,BmsAiSclMax[8],BMSAISCLMAX[8],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs1Max,BMS 2oo3 Max - Instrument Air Pressure 1 Max (PSIG),,BmsAiSclMax[12],BMSAISCLMAX[12],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs2Max,BMS 2oo3 Max - Instrument Air Pressure 2 Max (PSIG),,BmsAiSclMax[13],BMSAISCLMAX[13],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs3Max,BMS 2oo3 Max - Instrument Air Pressure 3 Max (PSIG),,BmsAiSclMax[14],BMSAISCLMAX[14],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs1Max,BMS 2oo3 Max - Steam Pressure 1 Max (PSIG),,BmsAiSclMax[0],BMSAISCLMAX[0],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs2Max,BMS 2oo3 Max - Steam Pressure 3 Max (PSIG),,BmsAiSclMax[1],BMSAISCLMAX[1],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs3Max,BMS 2oo3 Max - Steam Pressure 3 Max (PSIG),,BmsAiSclMax[2],BMSAISCLMAX[2],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp1Min,BMS 2oo3 Min - Combustion Air dP 1 Min (IN WC),,BmsAiSclMin[3],BMSAISCLMIN[3],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp2Min,BMS 2oo3 Min - Combustion Air dP 2 Min (IN WC),,BmsAiSclMin[4],BMSAISCLMIN[4],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirDp3Min,BMS 2oo3 Min - Combustion Air dP 3 Min (IN WC),,BmsAiSclMin[5],BMSAISCLMIN[5],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl1Min,BMS 2oo3 Min - Drum Level 1 Min (IN WC),,BmsAiSclMin[21],BMSAISCLMIN[21],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl2Min,BMS 2oo3 Min - Drum Level 2 Min (IN WC),,BmsAiSclMin[22],BMSAISCLMIN[22],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsDrmLvl3Min,BMS 2oo3 Min - Drum Level 3 Min (IN WC),,BmsAiSclMin[23],BMSAISCLMIN[23],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig1Min,BMS 2oo3 Min - Flame Signal 1 Min (%),,BmsAiSclMin[15],BMSAISCLMIN[15],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig2Min,BMS 2oo3 Min - Flame Signal 2 Min (%),,BmsAiSclMin[16],BMSAISCLMIN[16],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig3Min,BMS 2oo3 Min - Flame Signal 3 Min (%),,BmsAiSclMin[17],BMSAISCLMIN[17],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig4Min,BMS 2oo3 Min - Flame Signal 4 Min (%),,BmsAiSclMin[24],BMSAISCLMIN[24],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig5Min,BMS 2oo3 Min - Flame Signal 5 Min (%),,BmsAiSclMin[25],BMSAISCLMIN[25],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmSig6Min,BMS 2oo3 Min - Flame Signal 6 Min (%),,BmsAiSclMin[26],BMSAISCLMIN[26],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs1Min,BMS 2oo3 Min - Furnace Pressure 1 Min (IN WC),,BmsAiSclMin[18],BMSAISCLMIN[18],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs2Min,BMS 2oo3 Min - Furnace Pressure 2 Min (IN WC),,BmsAiSclMin[19],BMSAISCLMIN[19],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsFrnPrs3Min,BMS 2oo3 Min - Furnace Pressure 3 Min (IN WC),,BmsAiSclMin[20],BMSAISCLMIN[20],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi1Min,BMS 2oo3 Min - Gas Pressure High 1 Min (PSIG),,BmsAiSclMin[9],BMSAISCLMIN[9],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi2Min,BMS 2oo3 Min - Gas Pressure High 2 Min (PSIG),,BmsAiSclMin[10],BMSAISCLMIN[10],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsHi3Min,BMS 2oo3 Min - Gas Pressure High 3 Min (PSIG),,BmsAiSclMin[11],BMSAISCLMIN[11],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo1Min,BMS 2oo3 Min - Gas Pressure Low 1 Min (PSIG),,BmsAiSclMin[6],BMSAISCLMIN[6],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo3Min,BMS 2oo3 Min - Gas Pressure Low 3 Min (PSIG),,BmsAiSclMin[8],BMSAISCLMIN[8],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs1Min,BMS 2oo3 Min - Instrument Air Pressure 1 Min (PSIG),,BmsAiSclMin[12],BMSAISCLMIN[12],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs2Min,BMS 2oo3 Min - Instrument Air Pressure 2 Min (PSIG),,BmsAiSclMin[13],BMSAISCLMIN[13],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsIaPrs3Min,BMS 2oo3 Min - Instrument Air Pressure 3 Min (PSIG),,BmsAiSclMin[14],BMSAISCLMIN[14],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs1Min,BMS 2oo3 Min - Scale Steam Pressure 1 Min (PSIG),,BmsAiSclMin[0],BMSAISCLMIN[0],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs2Min,BMS 2oo3 Min - Scale Steam Pressure 2 Min (PSIG),,BmsAiSclMin[1],BMSAISCLMIN[1],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsStmPrs3Min,BMS 2oo3 Min - Scale Steam Pressure 3 Min (PSIG),,BmsAiSclMin[2],BMSAISCLMIN[2],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsGasPrsLo2Min,BMS 2oo3 Min - SGas Pressure Low 2 Min (PSIG),,BmsAiSclMin[7],BMSAISCLMIN[7],"(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,BmsHfpHiLimEnOsr,BMS 2oo3 One Shot - High Furnace Pressure Trip 2 One Shot,,BmsStatBits[8].14,BMSSTATBITS[8].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsHgpHiLimEnOsr,BMS 2oo3 One Shot - High Gas Pressure Trip 2 One Shot,,BmsStatBits[8].13,BMSSTATBITS[8].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLcapLoLimEnOsr,BMS 2oo3 One Shot - Low Combustion Air Pressure Trip 2 One Shot,,BmsStatBits[8].11,BMSSTATBITS[8].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLgpLoLimEnOsr,BMS 2oo3 One Shot - Low Gas Pressure Trip 2 One Shot,,BmsStatBits[8].12,BMSSTATBITS[8].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLiapLoLimEnOsr,BMS 2oo3 One Shot - Low Instrument Air Pressure Trip 2 One Shot,,BmsStatBits[8].15,BMSSTATBITS[8].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsEhspHiLimEnOsr,BMS 2oo3 One Shot - Steam Pressure High High Trip 2 One Shot,,BmsStatBits[8].10,BMSSTATBITS[8].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAckAlarm,BMS Acknowledge Alarm,,BmsSetBits[0].18,BMSSETBITS[0].18,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAlarmAck2Sec,BMS Alarm Acknowledged 2 Second,,BmsStatBits[6].20,BMSSTATBITS[6].20,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAnyAlarmAct,BMS Any Alarm Active,,BmsStatBits[7].0,BMSSTATBITS[7].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmCtlTmrDone,BMS Atomizing Media - Valve Control Timer Done,,BmsStatBits[2].31,BMSSTATBITS[2].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmFlwLimTmrDone,BMS Atomizing Media - Valve Flow Limit Done,,BmsStatBits[3].0,BMSSTATBITS[3].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmVlvClsFail,BMS Atomizing Valve Failed to Close,,BmsStatBits[7].25,BMSSTATBITS[7].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsAtmVlvClsFailTmrDone,BMS Atomizing Valve Failed to Close Timer,,BmsStatBits[7].24,BMSSTATBITS[7].24,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsRbsCtrlTmrDone,BMS Burner Start Relay Control Timer Done,,BmsStatBits[7].21,BMSSTATBITS[7].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsClrMaxScan,BMS Clear Max Scan,,BmsSetBits[0].22,BMSSETBITS[0].22,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCpuClk,BMS Cpu Check,,BmsStatBits[30],BMSSTATBITS[30],"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsDualFuelAct,BMS Dual Fuel Firing Active,,BmsStatBits[0].31,BMSSTATBITS[0].31,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsCombAirPrsFail,BMS Failure - Combustion Air Pressure,,BmsStatBits[2].28,BMSSTATBITS[2].28,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasSsovDnClsFail,BMS Failure - Downstream Gas Shutoff Valve Close,,BmsStatBits[5].0,BMSSTATBITS[5].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsOilSsovDnClsFail,BMS Failure - Downstream Oil Shutoff Valve Close,,BmsStatBits[5].4,BMSSTATBITS[5].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmFail,BMS Failure - Flame,,BmsStatBits[0].14,BMSSTATBITS[0].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFlmDetBrnOff,BMS Failure - Flame Detected with Burner Off,,BmsStatBits[0].12,BMSSTATBITS[0].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFgfIntlckFail,BMS Failure - Flue Gas Fan Starter Interlock,,BmsStatBits[5].27,BMSSTATBITS[5].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsFdfIntlckFail,BMS Failure - Forced Draft Fan Starter,,BmsStatBits[2].26,BMSSTATBITS[2].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasSsovDnOpnFail,BMS Failure - Gas Downstream Safety Shutoff Valve Ope,,BmsStatBits[5].10,BMSSTATBITS[5].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasSsovUpOpnFail,BMS Failure - Gas Upstream Safety Shutoff Valve Ope,,BmsStatBits[5].9,BMSSTATBITS[5].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasVntVlvClsFail,BMS Failure - Gas Vent Valve Close,,BmsStatBits[5].23,BMSSTATBITS[5].23,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsGasVntVlvOpnFail,BMS Failure - Gas Vent Valve Open,,BmsStatBits[5].25,BMSSTATBITS[5].25,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnSsovDnOpnFail,BMS Failure - Igniter Downstream Safety Shutoff Valve Open,,BmsStatBits[5].17,BMSSTATBITS[5].17,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnSsovDnClsFail,BMS Failure - Igniter Downstream Shutoff Valve Close,,BmsStatBits[5].7,BMSSTATBITS[5].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnSsovUpOpnFail,BMS Failure - Igniter Upstream Safety Shutoff Valve Open,,BmsStatBits[5].16,BMSSTATBITS[5].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnSsovUpClsFail,BMS Failure - Igniter Upstream Shutoff Valve Close,,BmsStatBits[5].6,BMSSTATBITS[5].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVntVlvClsFail,BMS Failure - Igniter Vent Valve Close,,BmsStatBits[5].19,BMSSTATBITS[5].19,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIgnVntVlvOpnFail,BMS Failure - Igniter Vent Valve Open,,BmsStatBits[5].21,BMSSTATBITS[5].21,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsIdfIntlckFail,BMS Failure - Induced Draft Fan Starter,,BmsStatBits[2].16,BMSSTATBITS[2].16,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLtoffLimLoss,BMS Failure - Lightoff Limits Loss,,BmsStatBits[3].27,BMSSTATBITS[3].27,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxGipTrip,BMS Failure - Low Fire Changeover Gun In Place,,BmsStatBits[4].15,BMSSTATBITS[4].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxHpgpTrip,BMS Failure - Low Fire Changeover Igniter Gas Pressure High,,BmsStatBits[5].29,BMSSTATBITS[5].29,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsLfxLpgpTrip,BMS Failure - Low Fire Changeover Igniter Gas Pressure Low,,BmsStatBits[4].14,BMSSTATBITS[4].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,BmsMftFailedOff,BMS Failure - MFT Relay Failed Off$N(MFT Made Then Dropped at Start),,BmsStatBits[5].26,BMSSTATBITS[5].26,"(RADIX := Decimal, ExternalAccess := Read/Write)"
