TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,Specifier,ATTRIBUTES
ALIAS,,AltFdw1SpdDevHi,,,AlBitsTrig[22].9,ALBITSTRIG[22].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1SpdDevHiHi,,,AlBitsTrig[22].8,ALBITSTRIG[22].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1SpdDevLo,,,AlBitsTrig[22].10,ALBITSTRIG[22].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1SpdDevLoLo,,,AlBitsTrig[22].11,ALBITSTRIG[22].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1SpdFbAif,,,AlBitsTrig[3].0,ALBITSTRIG[3].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1TmpAAif,,,AlBitsTrig[4].1,ALBITSTRIG[4].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1TmpBAif,,,AlBitsTrig[4].2,ALBITSTRIG[4].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1VibAAif,,,AlBitsTrig[3].14,ALBITSTRIG[3].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw1VibBAif,,,AlBitsTrig[3].15,ALBITSTRIG[3].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2SpdDevHi,,,AlBitsTrig[22].13,ALBITSTRIG[22].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2SpdDevHiHi,,,AlBitsTrig[22].12,ALBITSTRIG[22].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2SpdDevLo,,,AlBitsTrig[22].14,ALBITSTRIG[22].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2SpdDevLoLo,,,AlBitsTrig[22].15,ALBITSTRIG[22].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2SpdFbAif,,,AlBitsTrig[3].1,ALBITSTRIG[3].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2TmpAAif,,,AlBitsTrig[4].7,ALBITSTRIG[4].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2TmpBAif,,,AlBitsTrig[4].8,ALBITSTRIG[4].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2VibAAif,,,AlBitsTrig[4].5,ALBITSTRIG[4].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdw2VibBAif,,,AlBitsTrig[4].6,ALBITSTRIG[4].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwErrNeg,,,AlBitsTrig[11].3,ALBITSTRIG[11].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwErrPos,,,AlBitsTrig[11].2,ALBITSTRIG[11].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFcvDevHi,,,AlBitsTrig[24].5,ALBITSTRIG[24].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFcvDevHiHi,,,AlBitsTrig[24].4,ALBITSTRIG[24].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFcvDevLo,,,AlBitsTrig[24].6,ALBITSTRIG[24].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFcvDevLoLo,,,AlBitsTrig[24].7,ALBITSTRIG[24].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFcvPosFbAif,,,AlBitsTrig[3].7,ALBITSTRIG[3].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwFlwAif,,,AlBitsTrig[1].11,ALBITSTRIG[1].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwOlh,,,AlBitsTrig[11].6,ALBITSTRIG[11].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwOll,,,AlBitsTrig[11].7,ALBITSTRIG[11].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPmp1Fail,,,AlBitsTrig[27].13,ALBITSTRIG[27].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPmp1Trip,,,AlBitsTrig[27].10,ALBITSTRIG[27].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPmp2Fail,,,AlBitsTrig[27].14,ALBITSTRIG[27].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPmp2Trip,,,AlBitsTrig[27].11,ALBITSTRIG[27].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPrsAif,,,AlBitsTrig[1].14,ALBITSTRIG[1].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPrsEconInAif,,,AlBitsTrig[2].3,ALBITSTRIG[2].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPrsRecircAif,,,AlBitsTrig[2].4,ALBITSTRIG[2].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPvHi,,,AlBitsTrig[11].0,ALBITSTRIG[11].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPvLo,,,AlBitsTrig[11].1,ALBITSTRIG[11].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwPvSrcFail,,,AlBitsTrig[11].4,ALBITSTRIG[11].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwSpLimErr,,,AlBitsTrig[11].8,ALBITSTRIG[11].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwSpor,,,AlBitsTrig[11].5,ALBITSTRIG[11].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwTmpEconInAif,,,AlBitsTrig[2].1,ALBITSTRIG[2].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFdwTmpEconOutAif,,,AlBitsTrig[2].2,ALBITSTRIG[2].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgBlrOutTmpAif,,,AlBitsTrig[1].13,ALBITSTRIG[1].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgOxAif,,,AlBitsTrig[1].12,ALBITSTRIG[1].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrfSpdDevHi,,,AlBitsTrig[23].5,ALBITSTRIG[23].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrfSpdDevHiHi,,,AlBitsTrig[23].4,ALBITSTRIG[23].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrfSpdDevLo,,,AlBitsTrig[23].6,ALBITSTRIG[23].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrfSpdDevLoLo,,,AlBitsTrig[23].7,ALBITSTRIG[23].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrRatioHi,,,AlBitsTrig[28].13,ALBITSTRIG[28].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrRatioHiHi,,,AlBitsTrig[28].12,ALBITSTRIG[28].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrRatioLo,,,AlBitsTrig[28].14,ALBITSTRIG[28].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgrRatioLoLo,,,AlBitsTrig[28].15,ALBITSTRIG[28].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgTmpEconInAif,,,AlBitsTrig[1].15,ALBITSTRIG[1].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFgTmpEconOutAif,,,AlBitsTrig[2].0,ALBITSTRIG[2].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFlueGasFlwAif,,,AlBitsTrig[4].0,ALBITSTRIG[4].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFnlManAct,,,AlBitsTrig[27].5,ALBITSTRIG[27].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnErrNeg,,,AlBitsTrig[9].3,ALBITSTRIG[9].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnErrPos,,,AlBitsTrig[9].2,ALBITSTRIG[9].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnOlh,,,AlBitsTrig[9].6,ALBITSTRIG[9].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnOll,,,AlBitsTrig[9].7,ALBITSTRIG[9].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnPrsAif,,,AlBitsTrig[1].5,ALBITSTRIG[1].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnPvHi,,,AlBitsTrig[9].0,ALBITSTRIG[9].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnPvLo,,,AlBitsTrig[9].1,ALBITSTRIG[9].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnPvSrcFail,,,AlBitsTrig[9].4,ALBITSTRIG[9].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnSpLimErr,,,AlBitsTrig[9].8,ALBITSTRIG[9].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFrnSpor,,,AlBitsTrig[9].5,ALBITSTRIG[9].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltFxNoErr,,,AlBitsTrig[29].14,ALBITSTRIG[29].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasDevHiHi,,,AlBitsTrig[7].9,ALBITSTRIG[7].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasDevLoLo,,,AlBitsTrig[7].10,ALBITSTRIG[7].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasErrNeg,,,AlBitsTrig[7].3,ALBITSTRIG[7].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasErrPos,,,AlBitsTrig[7].2,ALBITSTRIG[7].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFcvDevHi,,,AlBitsTrig[23].9,ALBITSTRIG[23].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFcvDevHiHi,,,AlBitsTrig[23].8,ALBITSTRIG[23].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFcvDevLo,,,AlBitsTrig[23].10,ALBITSTRIG[23].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFcvDevLoLo,,,AlBitsTrig[23].11,ALBITSTRIG[23].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFcvPosFbAif,,,AlBitsTrig[3].4,ALBITSTRIG[3].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFlwAif,,,AlBitsTrig[0].14,ALBITSTRIG[0].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasFlwDpAif,,,AlBitsTrig[0].13,ALBITSTRIG[0].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasOlh,,,AlBitsTrig[7].6,ALBITSTRIG[7].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasOll,,,AlBitsTrig[7].7,ALBITSTRIG[7].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasPrsAif,,,AlBitsTrig[1].0,ALBITSTRIG[1].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasPvHi,,,AlBitsTrig[7].0,ALBITSTRIG[7].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasPvLo,,,AlBitsTrig[7].1,ALBITSTRIG[7].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasPvSrcFail,,,AlBitsTrig[7].4,ALBITSTRIG[7].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasSpLimErr,,,AlBitsTrig[7].8,ALBITSTRIG[7].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasSpor,,,AlBitsTrig[7].5,ALBITSTRIG[7].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltGasTmpAif,,,AlBitsTrig[0].15,ALBITSTRIG[0].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltHdrGasFlwHi,,,AlBitsTrig[28].2,ALBITSTRIG[28].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltHdrGasFlwHiHi,,,AlBitsTrig[28].1,ALBITSTRIG[28].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltHdrGasFlwLo,,,AlBitsTrig[28].3,ALBITSTRIG[28].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltHdrGasFlwLoLo,,,AlBitsTrig[28].4,ALBITSTRIG[28].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltHdrGasPrsAif,,,AlBitsTrig[3].13,ALBITSTRIG[3].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdDevHi,,,AlBitsTrig[21].9,ALBITSTRIG[21].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdDevHiHi,,,AlBitsTrig[21].8,ALBITSTRIG[21].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdDevLo,,,AlBitsTrig[21].10,ALBITSTRIG[21].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdDevLoLo,,,AlBitsTrig[21].11,ALBITSTRIG[21].11,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdPosFbAif,,,AlBitsTrig[2].12,ALBITSTRIG[2].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIbdvPosFail,,,AlBitsTrig[28].9,ALBITSTRIG[28].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIvdDevHi,,,AlBitsTrig[21].13,ALBITSTRIG[21].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIvdDevHiHi,,,AlBitsTrig[21].12,ALBITSTRIG[21].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIvdDevLo,,,AlBitsTrig[21].14,ALBITSTRIG[21].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIvdDevLoLo,,,AlBitsTrig[21].15,ALBITSTRIG[21].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltIvdPosFbAif,,,AlBitsTrig[2].13,ALBITSTRIG[2].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltJckDevHi,,,AlBitsTrig[21].5,ALBITSTRIG[21].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltJckDevHiHi,,,AlBitsTrig[21].4,ALBITSTRIG[21].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltJckDevLo,,,AlBitsTrig[21].6,ALBITSTRIG[21].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltJckDevLoLo,,,AlBitsTrig[21].7,ALBITSTRIG[21].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13ErrNeg,,,AlBitsTrig[17].3,ALBITSTRIG[17].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13ErrPos,,,AlBitsTrig[17].2,ALBITSTRIG[17].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13Olh,,,AlBitsTrig[17].6,ALBITSTRIG[17].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13Oll,,,AlBitsTrig[17].7,ALBITSTRIG[17].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13PvHi,,,AlBitsTrig[17].0,ALBITSTRIG[17].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13PvLo,,,AlBitsTrig[17].1,ALBITSTRIG[17].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13PvSrcFail,,,AlBitsTrig[17].4,ALBITSTRIG[17].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13SpLimErr,,,AlBitsTrig[17].8,ALBITSTRIG[17].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL13Spor,,,AlBitsTrig[17].5,ALBITSTRIG[17].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14ErrNeg,,,AlBitsTrig[18].3,ALBITSTRIG[18].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14ErrPos,,,AlBitsTrig[18].2,ALBITSTRIG[18].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14Olh,,,AlBitsTrig[18].6,ALBITSTRIG[18].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14Oll,,,AlBitsTrig[18].7,ALBITSTRIG[18].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14PvHi,,,AlBitsTrig[18].0,ALBITSTRIG[18].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14PvLo,,,AlBitsTrig[18].1,ALBITSTRIG[18].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14PvSrcFail,,,AlBitsTrig[18].4,ALBITSTRIG[18].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14SpLimErr,,,AlBitsTrig[18].8,ALBITSTRIG[18].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL14Spor,,,AlBitsTrig[18].5,ALBITSTRIG[18].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15ErrNeg,,,AlBitsTrig[19].3,ALBITSTRIG[19].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15ErrPos,,,AlBitsTrig[19].2,ALBITSTRIG[19].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15Olh,,,AlBitsTrig[19].6,ALBITSTRIG[19].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15Oll,,,AlBitsTrig[19].7,ALBITSTRIG[19].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15PvHi,,,AlBitsTrig[19].0,ALBITSTRIG[19].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15PvLo,,,AlBitsTrig[19].1,ALBITSTRIG[19].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15PvSrcFail,,,AlBitsTrig[19].4,ALBITSTRIG[19].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15SpLimErr,,,AlBitsTrig[19].8,ALBITSTRIG[19].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL15Spor,,,AlBitsTrig[19].5,ALBITSTRIG[19].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16ErrNeg,,,AlBitsTrig[20].3,ALBITSTRIG[20].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16ErrPos,,,AlBitsTrig[20].2,ALBITSTRIG[20].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16Olh,,,AlBitsTrig[20].6,ALBITSTRIG[20].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16Oll,,,AlBitsTrig[20].7,ALBITSTRIG[20].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16PvHi,,,AlBitsTrig[20].0,ALBITSTRIG[20].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16PvLo,,,AlBitsTrig[20].1,ALBITSTRIG[20].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16PvSrcFail,,,AlBitsTrig[20].4,ALBITSTRIG[20].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16SpLimErr,,,AlBitsTrig[20].8,ALBITSTRIG[20].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltL16Spor,,,AlBitsTrig[20].5,ALBITSTRIG[20].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrErrNeg,,,AlBitsTrig[5].3,ALBITSTRIG[5].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrErrPos,,,AlBitsTrig[5].2,ALBITSTRIG[5].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrOlh,,,AlBitsTrig[5].6,ALBITSTRIG[5].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrOll,,,AlBitsTrig[5].7,ALBITSTRIG[5].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrPvHi,,,AlBitsTrig[5].0,ALBITSTRIG[5].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrPvLo,,,AlBitsTrig[5].1,ALBITSTRIG[5].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrPvSrcFail,,,AlBitsTrig[5].4,ALBITSTRIG[5].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrSpLimErr,,,AlBitsTrig[5].8,ALBITSTRIG[5].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltMcrSpor,,,AlBitsTrig[5].5,ALBITSTRIG[5].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilAtmDpAif,,,AlBitsTrig[1].4,ALBITSTRIG[1].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilDevHiHi,,,AlBitsTrig[8].9,ALBITSTRIG[8].9,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilDevLoLo,,,AlBitsTrig[8].10,ALBITSTRIG[8].10,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilErrNeg,,,AlBitsTrig[8].3,ALBITSTRIG[8].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilErrPos,,,AlBitsTrig[8].2,ALBITSTRIG[8].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFcvDevHi,,,AlBitsTrig[23].13,ALBITSTRIG[23].13,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFcvDevHiHi,,,AlBitsTrig[23].12,ALBITSTRIG[23].12,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFcvDevLo,,,AlBitsTrig[23].14,ALBITSTRIG[23].14,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFcvDevLoLo,,,AlBitsTrig[23].15,ALBITSTRIG[23].15,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFcvPosFbAif,,,AlBitsTrig[3].5,ALBITSTRIG[3].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilFlwAif,,,AlBitsTrig[1].1,ALBITSTRIG[1].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilOlh,,,AlBitsTrig[8].6,ALBITSTRIG[8].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilOll,,,AlBitsTrig[8].7,ALBITSTRIG[8].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilPvHi,,,AlBitsTrig[8].0,ALBITSTRIG[8].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilPvLo,,,AlBitsTrig[8].1,ALBITSTRIG[8].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilPvSrcFail,,,AlBitsTrig[8].4,ALBITSTRIG[8].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilSpLimErr,,,AlBitsTrig[8].8,ALBITSTRIG[8].8,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilSpor,,,AlBitsTrig[8].5,ALBITSTRIG[8].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOilTmpAif,,,AlBitsTrig[1].2,ALBITSTRIG[1].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOutDmpDevHi,,,AlBitsTrig[24].1,ALBITSTRIG[24].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOutDmpDevHiHi,,,AlBitsTrig[24].0,ALBITSTRIG[24].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOutDmpDevLo,,,AlBitsTrig[24].2,ALBITSTRIG[24].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOutDmpDevLoLo,,,AlBitsTrig[24].3,ALBITSTRIG[24].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOutDmpPosFbAif,,,AlBitsTrig[3].6,ALBITSTRIG[3].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxErrNeg,,,AlBitsTrig[13].3,ALBITSTRIG[13].3,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxErrPos,,,AlBitsTrig[13].2,ALBITSTRIG[13].2,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxOlh,,,AlBitsTrig[13].6,ALBITSTRIG[13].6,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxOll,,,AlBitsTrig[13].7,ALBITSTRIG[13].7,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxPvHi,,,AlBitsTrig[13].0,ALBITSTRIG[13].0,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxPvLo,,,AlBitsTrig[13].1,ALBITSTRIG[13].1,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxPvLoLo,,,AlBitsTrig[29].4,ALBITSTRIG[29].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxPvLoLoLo,,,AlBitsTrig[29].5,ALBITSTRIG[29].5,"(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,AltOxPvSrcFail,,,AlBitsTrig[13].4,ALBITSTRIG[13].4,"(RADIX := Decimal, ExternalAccess := Read/Write)"
